@relation dwt_32_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute 7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
13,9.529325,46.472825,25.661966,-56.243627,-19.093297,-34.526698,199.702865,239.995931,219.917634,10.999092,442.35186,504.602006,477.596714,267.443341,334.976281,303.316901,6
14,21.924553,42.26059,31.799299,-52.411462,-30.659796,-41.699589,222.4565,241.789153,234.014161,11.300405,484.583813,518.280986,500.43096,306.426491,355.349088,331.378345,6
15,50.063514,70.158428,60.836197,-79.894935,-59.593545,-70.624323,224.804449,260.536322,247.616951,10.25437,493.284762,542.584246,523.623178,296.927926,369.429706,341.239921,6
16,32.144721,49.37267,40.568926,-59.385656,-41.707986,-50.624603,217.417658,252.010028,234.705269,9.896601,494.006011,531.05487,508.483138,313.947633,347.786581,332.276371,6
17,19.818435,51.790268,38.627034,-65.462532,-30.487262,-49.848023,195.075912,258.845983,234.668235,10.120526,474.878772,535.544998,513.436421,294.891105,367.988622,337.387162,6
18,43.434741,59.730724,51.54835,-69.536881,-56.347572,-62.389711,219.416648,267.996652,240.815644,9.859486,506.535943,536.785971,521.438218,311.326034,364.431521,336.049051,6
19,23.857783,53.205543,35.10467,-64.978871,-32.696971,-45.204011,211.681961,256.913107,229.921869,10.173357,488.826453,515.311138,499.88472,303.386993,353.06584,320.424289,6
20,29.934658,53.757793,41.932758,-66.049077,-40.154473,-52.773854,208.783884,250.387572,231.277216,10.747457,497.389516,519.942687,508.423918,286.884535,342.847087,314.961624,6
21,33.076334,50.374994,41.967141,-62.631276,-43.434741,-53.084716,224.494736,256.465155,238.570492,10.814378,498.602205,521.494787,510.246486,282.9509,344.956386,312.873537,6
22,30.729093,44.056642,37.03021,-54.414695,-41.984819,-48.415248,216.379978,245.759912,231.276685,11.167925,504.195419,527.254171,515.43223,280.740838,336.631618,308.08174,6
23,16.779644,58.24686,32.593292,-69.122163,-26.585094,-42.830165,213.962027,245.65632,225.821533,10.527001,485.619724,532.889812,507.432201,278.455468,301.833479,292.959731,6
24,18.644638,44.608185,32.619101,-54.725115,-28.898747,-42.976978,209.680142,237.576211,223.888303,10.727926,485.269706,529.704296,505.650291,248.284283,287.161014,268.447079,6
25,17.159714,49.096899,32.584453,-58.695166,-28.035723,-42.579937,201.841156,252.287214,223.983232,11.610702,492.595333,545.766227,520.992741,237.373272,307.07809,265.647732,6
26,24.237853,57.141653,40.560264,-69.122163,-34.181542,-51.531114,200.598769,252.766633,230.309186,10.967296,513.964099,559.745728,537.450651,238.128815,277.938927,264.560201,6
27,22.062439,53.136246,39.904069,-64.530211,-36.184068,-51.626043,208.403814,255.358533,235.963477,10.886167,517.966324,559.091654,542.182079,246.452169,288.953883,270.31004,6
28,26.896574,49.338729,35.061978,-61.181354,-38.186241,-46.239834,203.811155,246.276453,221.798361,10.594607,513.797929,552.458993,537.018432,223.216287,266.926446,242.843626,6
29,36.736319,43.400093,39.843788,-55.725671,-48.164225,-51.366888,207.40149,238.750008,221.478041,9.943068,538.313321,560.403337,546.714634,205.536849,242.621772,224.545382,6
30,43.089319,53.205543,47.137417,-65.324292,-55.208423,-59.420393,207.299313,240.374586,224.319285,10.770484,540.441713,561.817551,549.776406,177.398242,236.613839,207.401578,6
31,28.242906,67.568296,47.569106,-76.7872,-40.189121,-59.144091,196.802313,248.111395,224.130664,10.037099,509.406796,585.017724,549.688902,180.472389,249.074828,215.689135,6
32,39.15321,69.329699,53.119276,-79.860286,-49.062604,-64.064316,216.102792,245.520556,229.318618,9.548553,538.787083,591.989797,564.94915,203.986164,250.213624,225.821268,6
33,21.095824,65.566123,44.945033,-77.098327,-34.354076,-56.865704,197.941462,247.035886,224.47423,10.573139,524.669696,589.373502,558.574582,177.640073,248.005329,213.815125,6
34,21.130472,57.935733,38.833951,-68.467028,-33.042039,-49.287022,189.620583,240.065227,213.755286,10.224483,534.852034,566.343034,552.200899,212.444929,240.580708,224.078515,6
35,32.317255,57.07271,48.095812,-68.328435,-42.295239,-58.445116,199.252084,236.126996,213.849066,10.241344,528.983047,568.899225,550.875073,199.874338,216.276387,209.249337,6
36,47.163315,51.962449,49.614766,-63.874723,-56.070739,-60.421744,202.119049,238.061994,218.613994,10.744745,527.116286,552.013515,540.824434,157.164028,222.798387,189.696508,6
37,35.562521,58.556927,51.505128,-68.224844,-44.711422,-60.654647,200.91131,238.060579,220.263055,10.919074,520.352809,562.680221,545.064423,150.225189,223.488169,185.38192,6
38,51.548438,72.333488,64.375001,-82.898724,-61.837549,-75.078212,203.706857,246.659351,224.492173,11.209536,533.299934,569.065395,549.792316,143.874663,214.619282,178.374757,6
39,44.194174,77.271215,58.565942,-87.904687,-53.826736,-69.424539,199.149907,240.683946,216.00751,10.785565,510.92354,567.336519,536.360823,126.748891,183.44153,153.764701,6
40,40.879964,66.671331,53.154101,-77.305156,-51.755267,-64.76338,196.215061,225.662876,209.877955,10.992757,515.72126,544.245947,532.416935,126.194872,177.466124,149.586672,6
41,37.357512,73.852354,57.236405,-85.315262,-51.410906,-68.466586,189.689172,235.366856,210.335895,11.904235,513.585797,559.434601,533.230991,120.912431,174.499458,146.74755,6
42,42.192001,66.360204,57.150403,-77.305863,-53.1366,-67.931395,191.416281,224.770154,211.356161,10.804923,525.871778,558.953768,547.634757,98.02091,158.236002,134.843672,6
43,39.602222,60.386919,52.290635,-71.055746,-51.755267,-63.511801,201.774688,226.70303,216.008129,9.891495,537.026387,552.87265,544.042654,97.088589,132.790057,116.855671,6
44,43.469389,58.799111,48.233875,-68.466675,-54.171804,-59.860567,194.661194,226.113657,211.535767,10.752452,532.54333,564.649514,546.239105,78.133885,112.902326,100.040937,6
45,31.97148,64.910635,45.065948,-73.714468,-41.224679,-55.898559,171.805028,225.009156,197.993788,10.011811,523.77167,564.440917,544.31489,43.365445,85.177022,65.065226,6
46,26.792276,55.829616,37.064328,-68.535618,-36.805615,-48.130372,176.25874,219.727068,194.626634,10.218002,519.939152,544.66314,530.504211,17.850204,64.220145,40.439525,6
47,22.131735,66.636329,47.448102,-76.994383,-33.387461,-57.754449,178.951756,220.348262,205.174457,10.042271,517.142544,581.80746,554.604178,3.142029,83.27844,47.301643,6
48,34.52661,56.347925,48.535986,-70.399551,-45.920575,-60.447642,191.69382,216.967938,205.254537,9.74964,535.994011,572.452437,557.693351,11.980864,53.896032,31.298402,6
49,39.636871,56.243627,47.983382,-66.360204,-49.096899,-58.85073,182.508149,225.148102,203.578517,11.217787,527.943601,576.592547,551.224207,-23.374122,47.266906,14.225044,6
50,42.537069,63.736484,51.885109,-73.472284,-54.62117,-63.934562,190.518255,228.291192,203.819994,10.526734,549.287619,569.206817,557.254944,4.211882,22.580748,10.228653,6
51,33.352813,56.347572,45.238659,-66.63739,-41.328624,-55.259953,186.650734,212.993644,200.686009,10.723629,535.474288,563.36965,551.831435,-24.513624,12.394875,-9.253023,6
52,35.631818,69.847654,50.503953,-79.549866,-46.1967,-61.751105,185.061865,223.802478,202.688977,11.378241,528.912337,576.497088,548.127964,-61.216002,12.1884,-27.603858,6
53,54.068566,70.607087,63.908664,-82.794779,-64.012609,-74.413708,184.890746,231.154267,210.811512,10.778224,554.293935,582.602955,570.279851,-74.336368,-4.764485,-30.547543,6
54,43.261854,68.638855,58.237933,-79.445922,-55.277366,-69.044911,183.196871,227.219218,208.626552,11.114992,534.92628,579.389154,559.472608,-68.398085,-31.730003,-53.706263,6
55,55.898559,71.124689,63.045552,-82.104643,-65.980134,-73.369134,187.894535,226.875211,204.742768,10.677172,548.870426,590.345774,571.581812,-86.869129,-32.627321,-60.930861,6
56,41.190031,66.360204,55.207981,-76.683609,-50.546821,-66.222053,183.406175,212.788229,197.915299,10.842681,539.515403,575.351575,557.372501,-105.89313,-61.492127,-83.934282,6
57,40.879257,69.605824,55.933207,-80.79296,-53.792795,-67.387541,172.978471,216.757573,192.866203,11.349535,503.329213,579.420974,542.291681,-162.862602,-69.226107,-122.354045,6
58,43.123968,66.290907,57.32276,-77.891701,-53.861384,-67.551413,170.216866,207.506142,192.468986,10.21248,500.946264,555.704613,536.587981,-177.915844,-107.205166,-131.330854,6
59,45.402619,63.632539,57.521457,-74.99221,-56.348279,-68.207785,176.84387,203.569325,191.389676,10.014166,509.233555,549.008312,534.421583,-157.236507,-118.737371,-137.770741,6
60,48.130284,60.490864,55.234232,-72.678556,-60.283328,-67.473808,167.454553,200.047933,186.392375,10.590755,524.69798,544.514648,535.71382,-167.247724,-124.433823,-146.401686,6
61,39.77511,54.552581,46.96506,-65.083169,-51.82421,-57.8926,157.441567,201.635741,178.24403,10.156111,513.652972,546.208169,530.12856,-168.731588,-132.859,-149.302415,6
62,36.322308,54.586876,45.040139,-66.394852,-48.199227,-56.476972,149.501112,189.93171,166.86792,9.811972,501.78065,536.616265,520.101786,-192.31466,-149.050685,-171.105611,6
63,30.176489,50.995834,41.345771,-63.494653,-41.293975,-51.997362,142.318675,193.211271,168.360799,10.368867,499.882068,531.334178,514.690652,-205.883332,-132.202452,-174.765153,6
64,26.068199,57.176301,42.63191,-70.089485,-37.254274,-54.457298,153.677992,183.371173,166.617073,10.132824,483.268594,538.444136,512.971498,-197.080559,-149.052099,-171.615346,6
65,15.225777,48.061341,34.647614,-60.904875,-27.828187,-46.878351,141.628185,173.289245,158.365137,11.449921,480.125504,523.948447,501.777114,-194.042122,-139.074115,-172.427812,6
66,18.713581,63.080289,35.234424,-72.644262,-32.282253,-46.144993,142.457268,173.186007,153.540371,10.454795,474.673711,522.802934,490.94247,-209.820502,-164.243935,-188.334974,6
67,25.65348,54.207159,36.822674,-65.946193,-38.773493,-47.62099,137.174119,163.000134,149.802516,10.829542,453.407475,489.13758,472.836117,-237.576211,-185.198691,-210.222492,6
68,31.453877,50.201399,42.329798,-61.043114,-43.296148,-53.740646,137.381655,176.431627,153.756039,11.573168,444.324688,502.887272,469.892785,-251.560662,-160.479652,-215.144044,6
69,12.843888,33.732883,26.68073,-43.952343,-24.997285,-37.651403,109.691354,173.565723,149.0087,10.679589,415.598475,472.258941,453.991722,-249.006239,-171.181713,-199.943104,6
70,20.129209,41.811931,31.229459,-52.411462,-30.866979,-41.552953,116.423717,157.096499,139.694867,10.836182,423.712525,469.762855,439.505755,-250.906235,-202.291583,-224.562264,6
71,26.34397,52.273929,40.258241,-61.837195,-35.735055,-50.987172,118.49554,161.964576,141.619876,10.979982,415.941422,453.888307,436.079823,-249.59243,-217.863842,-232.753566,6
72,15.467607,51.20337,32.256532,-60.007203,-26.896221,-42.648969,109.44917,146.047956,128.508172,10.143632,399.469369,457.823357,423.994484,-252.806938,-214.687165,-234.95585,6
73,24.720807,45.333676,35.018668,-58.55728,-34.457667,-46.300203,110.450786,151.986592,128.119971,10.690881,384.146365,426.233361,407.742519,-278.804426,-222.663329,-253.366259,6
74,29.140224,57.418131,46.92175,-68.67315,-36.805615,-56.261039,112.867677,146.220844,133.109316,9.387979,395.884338,443.221602,424.022769,-280.771597,-211.581198,-242.671181,6
75,36.356602,60.31833,52.273576,-69.191459,-44.78178,-60.611779,117.771109,139.660307,127.636398,9.937546,394.813071,438.554697,422.442385,-266.785732,-243.790619,-252.414317,6
76,31.730003,53.067303,43.218808,-63.977607,-40.154473,-53.559538,101.439418,136.03497,119.85071,10.568087,404.758528,428.789552,419.301947,-293.268648,-251.836434,-273.580144,6
77,39.878348,58.453689,48.458116,-68.086958,-51.4452,-59.774476,87.456027,138.17609,108.180885,10.23719,405.345427,450.504801,425.325613,-312.400129,-238.408122,-284.48267,6
78,37.806878,56.520106,47.215199,-68.777095,-50.305344,-58.125592,89.458554,129.682323,107.291787,10.217337,403.206429,444.978762,421.889958,-312.329772,-271.965642,-289.410762,6
79,35.839,68.846038,54.819691,-78.996909,-47.612328,-65.2641,84.245763,132.305689,107.248476,10.928692,398.058691,469.872456,437.053863,-326.107041,-230.328013,-282.109089,6
80,47.232258,68.155194,57.788832,-78.47966,-57.763553,-68.449351,81.620982,120.808486,102.760028,10.79424,429.546156,460.482078,443.944618,-304.286079,-252.216857,-280.806068,6
81,40.430952,68.500969,54.785308,-78.513601,-52.204279,-65.583447,84.728717,120.25659,104.287997,11.048126,418.465793,468.772905,446.286026,-307.388157,-259.881541,-280.295184,6
82,41.535806,65.255349,50.831962,-75.958825,-51.410906,-61.388713,76.579664,113.282395,91.659689,11.096641,426.714194,466.138932,445.56566,-300.761505,-241.998457,-276.541596,6
83,40.603839,60.973818,48.579031,-72.955035,-53.309134,-60.430495,68.018015,100.714633,82.389519,11.012855,435.899511,465.59446,451.617611,-293.714833,-260.640974,-279.725255,6
84,41.224325,58.55728,49.131193,-68.811743,-50.891889,-59.990055,59.904319,106.066371,81.362181,11.712554,432.484185,481.129596,454.745674,-313.642516,-228.703789,-278.424179,6
85,46.230641,72.989683,62.415608,-85.385265,-58.108268,-73.516124,61.491773,101.025053,86.411631,10.598435,452.919571,475.603557,466.792122,-310.052181,-255.947552,-278.510711,6
86,39.947644,64.18479,54.724673,-75.993473,-53.274486,-65.126037,73.058626,94.465223,84.245321,9.918784,434.718642,490.795746,465.002258,-282.08328,-246.347871,-267.124436,6
87,38.600959,66.395205,52.325371,-78.237476,-51.687031,-63.184145,45.713039,88.698414,70.218443,10.380041,429.995169,486.001562,462.614889,-306.562609,-255.083468,-280.218109,6
88,50.892243,62.217265,55.769335,-71.22828,-61.975788,-66.662403,44.746778,83.382032,63.261662,9.597081,453.375655,495.112633,469.099058,-318.197344,-241.827337,-282.938349,6
89,37.530753,64.565213,51.824828,-76.856143,-49.131193,-63.667187,31.798592,76.027414,50.857683,9.822111,434.792889,481.94984,463.241562,-304.318253,-247.072655,-274.124351,6
90,30.866979,67.292524,54.759498,-79.860286,-41.949817,-65.764643,23.133352,69.432936,49.899818,9.794126,431.582624,495.908128,465.581202,-298.759686,-244.932597,-277.475684,6
91,44.88431,77.857406,63.045464,-90.183338,-54.068566,-74.050697,34.699144,64.49521,49.096722,10.045284,463.798409,495.699531,478.721014,-306.527254,-259.985839,-280.908422,6
92,32.178662,66.256966,48.31148,-77.719167,-44.780719,-59.722327,19.507662,53.620261,36.563785,11.378144,456.338432,505.118194,479.606665,-296.098136,-227.322809,-262.144018,6
93,45.817337,63.598245,55.743614,-73.645525,-56.520106,-66.170434,17.298307,55.932853,32.601865,10.461185,450.95735,484.583813,465.438013,-303.905656,-238.922896,-281.296712,6
94,54.448636,67.499706,59.498086,-77.892055,-65.151758,-70.719429,12.11875,45.50621,27.336483,10.592781,453.060992,483.031713,469.27937,-298.31138,-254.845173,-278.494183,6
95,42.675308,62.666278,52.739913,-74.577492,-51.06513,-64.219703,5.420327,57.107004,27.931955,11.344187,440.941182,483.650432,457.832195,-299.277642,-236.992141,-273.89295,6
96,47.059724,76.994383,63.943489,-87.90504,-57.452072,-74.620979,10.012986,48.958659,30.513249,10.426838,432.622071,493.974191,469.261693,-309.35851,-243.445198,-269.342188,6
97,39.981939,81.171616,62.225662,-92.70382,-53.413078,-73.723041,9.563973,39.774403,25.273322,10.743758,445.632836,493.836305,471.063047,-282.08823,-249.075889,-259.124141,6
98,35.45893,66.947456,49.019205,-78.375716,-47.612682,-59.62784,4.833782,28.691918,15.744263,10.773795,438.590052,485.439412,462.111959,-299.518058,-242.10028,-267.738646,6
99,51.203723,74.681436,61.604469,-86.731596,-62.389799,-71.643264,0.241477,29.209874,13.828092,10.529482,453.467579,475.433851,465.832225,-293.54442,-238.096995,-271.162899,6
100,55.587432,70.538144,62.449992,-81.966404,-66.843865,-73.671334,-22.165323,30.659443,2.960744,10.722018,454.542381,486.033382,465.180803,-301.419468,-236.817839,-274.73812,6
101,45.64445,67.084988,55.165024,-75.509812,-56.657992,-65.609168,-29.589237,25.929252,5.826383,10.616694,416.736917,463.455462,448.976567,-322.619944,-244.344991,-273.356345,6
102,52.756883,80.343594,65.195157,-88.802712,-61.664661,-74.922913,-18.092034,20.716107,5.602142,9.597515,431.451809,473.878216,450.488008,-305.249159,-265.511172,-281.763226,6
103,31.004865,71.60835,51.686501,-83.899634,-41.018204,-61.854608,-23.685249,6.008286,-7.975457,10.529516,410.899751,470.187119,438.16402,-308.635493,-254.425859,-276.576332,6
104,32.489789,64.599508,46.550696,-72.782501,-42.364535,-56.201112,-19.921673,14.915357,-4.281266,10.034841,418.80874,451.98619,433.119697,-309.844999,-228.910971,-281.047368,6
105,41.01785,74.197422,58.686769,-86.0404,-50.581469,-69.579749,-23.615952,3.210972,-11.272785,10.358252,400.130514,452.61198,430.202882,-326.933295,-269.685223,-295.573286,6
106,48.578943,60.421567,55.74326,-71.36652,-60.456216,-66.869586,-32.661969,17.160067,-8.070475,10.466299,416.319724,439.555253,424.31445,-332.870517,-247.310597,-290.77486,6
107,47.370497,64.426974,55.631184,-72.022361,-58.108268,-64.849824,-21.371949,16.469224,-1.329361,10.186333,394.738825,437.826377,417.68444,-314.124409,-275.076912,-296.273852,6
108,54.275749,73.127569,63.589406,-81.655984,-65.670067,-73.231249,-36.83991,10.461998,-10.124797,11.423633,420.017892,439.905271,430.780942,-326.862938,-279.144544,-299.27667,6
109,40.879611,85.212378,57.271053,-93.878325,-48.855068,-66.990236,-29.762478,5.455329,-15.6062,10.073417,396.333351,443.083716,414.070241,-333.384584,-297.309764,-315.977648,6
110,42.502421,74.025241,55.294424,-86.213287,-52.550055,-65.687126,-23.615952,-2.071823,-11.471305,10.810189,380.038075,432.961482,408.234842,-327.968499,-293.546541,-314.935549,6
111,50.098515,82.587951,67.741625,-93.256424,-59.730724,-77.857672,-31.246695,6.801307,-15.001977,11.973793,384.598914,450.752289,409.333509,-352.554602,-277.459509,-324.485291,6
112,50.443584,62.424094,57.253906,-74.128479,-59.282418,-67.577488,-42.70925,2.38295,-16.60711,10.952389,387.734932,426.236897,409.452833,-336.086085,-279.737099,-303.758754,6
